id,ans
533,0
534,1
535,0
536,0
537,1
538,0
539,1
540,0
541,0
542,1
543,1
544,0
545,0
546,0
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,0
557,1
558,1
559,1
560,0
561,0
562,1
563,1
564,1
565,0
566,0
567,0
568,0
569,1
570,1
571,0
572,1
573,1
574,0
575,0
576,1
577,0
578,1
579,1
580,1
581,0
582,0
583,1
584,0
585,1
586,1
587,1
588,0
589,0
590,1
591,1
592,1
593,1
594,0
595,1
596,0
597,1
598,1
599,0
600,0
601,0
602,1
603,1
604,0
605,1
606,1
607,1
608,1
609,0
610,0
611,0
612,1
613,1
614,0
615,1
616,1
617,1
618,0
619,1
620,0
621,1
622,1
623,1
624,1
625,0
626,1
627,0
628,1
629,0
630,0
631,1
632,0
633,1
634,0
635,0
636,1
637,0
638,1
639,0
640,1
641,1
642,1
643,1
644,1
645,0
646,0
647,0
648,0
649,1
650,0
651,0
652,0
653,1
654,0
655,1
656,1
657,0
658,1
659,0
660,0
661,1
662,1
663,1
664,1
665,1
666,1
667,0
668,0
669,0
670,0
671,1
672,1
673,0
674,0
675,1
676,0
677,0
678,1
679,1
680,1
681,0
682,0
683,1
684,0
685,0
686,1
687,1
688,1
689,1
690,0
691,1
692,0
693,1
694,0
695,0
696,1
697,0
698,1
699,1
700,1
701,0
702,1
703,0
704,1
705,1
706,0
707,1
708,1
709,0
710,1
711,1
712,0
713,0
714,1
715,1
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,1
724,0
725,1
726,1
727,1
728,1
729,0
730,0
731,1
732,0
733,0
734,0
735,0
736,1
737,0
738,1
739,0
740,1
741,1
742,0
743,1
744,1
745,1
746,1
747,0
748,1
749,0
750,1
751,0
752,1
753,1
754,1
755,1
756,1
757,1
758,1
759,1
760,0
761,0
762,1
763,0
764,1
765,0
766,0
767,1
768,1
769,0
770,0
771,1
772,1
773,0
774,0
775,1
776,1
777,0
778,0
779,1
780,0
781,0
782,1
783,1
784,1
785,1
786,1
787,0
788,1
789,1
790,1
791,0
792,0
793,0
794,1
795,1
796,0
797,1
798,1
799,1
800,0
801,1
802,0
803,0
804,1
805,1
806,1
807,1
808,1
809,1
810,1
811,1
812,0
813,1
814,1
815,1
816,1
817,1
818,1
819,0
820,0
821,1
822,0
823,1
824,0
825,1
826,1
827,1
828,1
829,1
830,1
831,1
832,1
833,1
834,1
835,1
836,0
837,0
838,1
839,0
840,1
841,1
842,0
843,0
844,0
845,0
846,1
847,1
848,0
849,0
850,1
851,0
852,1
853,1
854,1
855,0
856,0
857,0
858,1
859,1
860,0
861,1
862,1
863,1
864,1
865,0
866,1
867,0
868,1
869,1
870,0
871,0
872,0
873,0
874,1
875,0
876,1
877,1
878,1
879,0
880,1
881,1
882,0
883,1
884,1
885,1
886,1
887,0
888,1
889,0
890,1
891,1
892,0
893,0
894,1
895,0
896,1
897,1
898,1
899,0
900,0
901,1
902,1
903,1
904,1
905,1
906,1
907,0
908,1
909,1
910,1
911,1
912,0
913,1
914,0
915,0
916,0
917,1
918,0
919,0
920,1
921,1
922,0
923,0
924,0
925,1
926,0
927,1
928,0
929,1
930,1
931,0
932,1
933,1
934,0
935,1
936,1
937,0
938,1
939,1
940,1
941,0
942,0
943,0
944,0
945,1
946,1
947,0
948,1
949,1
950,0
951,0
952,1
953,1
954,0
955,1
956,0
957,0
958,0
959,1
960,1
961,1
962,0
963,0
964,0
965,0
966,1
967,0
968,1
969,1
970,1
971,1
972,1
973,0
974,1
975,1
976,1
977,1
978,0
979,0
980,0
981,1
982,0
983,0
984,1
985,0
986,1
987,1
988,0
989,0
990,0
991,1
992,1
993,0
994,1
995,0
996,0
997,1
998,1
999,1
1000,1
1001,0
1002,1
1003,0
1004,1
1005,0
1006,0
1007,1
1008,0
1009,1
1010,0
1011,1
1012,1
1013,0
1014,0
1015,0
1016,1
1017,0
1018,0
1019,0
1020,0
1021,1
1022,0
1023,0
1024,0
1025,0
1026,1
1027,1
1028,0
1029,1
1030,0
1031,0
1032,0
1033,0
1034,1
1035,1
1036,1
1037,0
1038,0
1039,0
1040,0
1041,0
1042,1
1043,1
1044,0
1045,0
1046,1
1047,1
1048,1
1049,1
1050,0
1051,1
1052,0
1053,1
1054,0
1055,0
1056,1
1057,0
1058,0
1059,0
1060,1
1061,0
1062,0
1063,1
1064,0
1065,1
1066,0
1067,1
1068,1
1069,0
1070,0
1071,1
1072,1
1073,0
1074,1
1075,1
1076,0
1077,1
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,1
1085,1
1086,1
1087,0
1088,1
1089,1
1090,1
1091,1
1092,0
1093,0
1094,1
1095,1
1096,1
1097,1
1098,1
1099,1
1100,0
1101,1
1102,1
1103,0
1104,0
1105,0
1106,0
1107,1
1108,1
1109,1
1110,0
1111,0
1112,0
1113,1
1114,1
1115,0
1116,0
1117,0
1118,0
1119,1
1120,0
1121,0
1122,1
1123,0
1124,1
1125,1
1126,0
1127,1
1128,0
1129,0
1130,0
1131,1
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,1
1139,1
1140,1
1141,0
1142,1
1143,0
1144,0
1145,1
1146,0
1147,0
1148,0
1149,1
1150,0
1151,0
1152,1
1153,1
1154,1
1155,1
1156,1
1157,1
1158,1
1159,0
1160,1
1161,0
1162,0
1163,1
1164,1
1165,1
1166,1
1167,0
1168,1
1169,1
1170,1
1171,1
1172,1
1173,0
1174,0
1175,1
1176,0
1177,0
1178,1
1179,1
1180,1
1181,0
1182,1
1183,1
1184,1
1185,0
1186,0
1187,0
1188,0
1189,0
1190,1
1191,1
1192,1
1193,0
1194,1
1195,1
1196,0
1197,1
1198,1
1199,0
1200,0
1201,0
1202,0
1203,0
1204,1
1205,1
1206,0
1207,0
1208,1
1209,1
1210,1
1211,0
1212,0
1213,1
1214,0
1215,1
1216,1
1217,0
1218,0
1219,1
1220,1
1221,1
1222,1
1223,1
1224,1
1225,0
1226,0
1227,1
1228,0
1229,1
1230,1
1231,0
1232,1
1233,0
1234,1
1235,1
1236,1
1237,0
1238,1
1239,1
1240,1
1241,1
1242,1
1243,1
1244,0
1245,0
1246,0
1247,1
1248,1
1249,1
1250,0
1251,0
1252,1
1253,1
1254,1
1255,1
1256,0
1257,0
1258,1
1259,0
1260,0
1261,1
1262,1
1263,1
1264,1
1265,1
1266,1
1267,1
1268,0
1269,1
1270,1
1271,1
1272,0
1273,0
1274,1
1275,0
1276,1
1277,1
1278,1
1279,0
1280,0
1281,1
1282,0
1283,0
1284,0
1285,1
1286,0
1287,1
1288,0
1289,0
1290,1
1291,1
1292,1
1293,0
1294,0
1295,1
1296,1
1297,1
1298,0
1299,0
1300,0
1301,1
1302,0
1303,0
1304,0
1305,0
1306,1
1307,1
1308,1
1309,1
1310,0
1311,0
1312,1
1313,1
1314,1
1315,0
1316,1
1317,1
1318,0
1319,1
1320,1
1321,0
1322,1
1323,0
1324,1
1325,0
1326,0
1327,0
1328,1
1329,0
1330,0
1331,1
1332,1
1333,0
1334,1
1335,0
1336,1
1337,1
1338,0
1339,0
1340,1
1341,0
1342,1
1343,1
1344,1
1345,0
1346,1
1347,0
1348,1
1349,1
1350,1
1351,1
1352,0
1353,1
1354,0
1355,1
1356,0
1357,1
1358,1
1359,1
1360,1
1361,1
1362,1
1363,0
1364,1
1365,0
1366,1
1367,1
1368,1
1369,1
1370,0
1371,0
1372,0
1373,1
1374,0
1375,1
1376,0
1377,1
1378,1
1379,1
1380,1
1381,0
1382,0
1383,1
1384,1
1385,1
1386,0
1387,1
1388,1
1389,1
1390,1
1391,1
1392,1
1393,0
1394,1
1395,0
1396,1
1397,1
1398,1
1399,0
1400,1
1401,1
1402,1
1403,0
1404,1
1405,0
1406,1
1407,0
1408,0
1409,1
1410,1
1411,1
1412,1
1413,1
1414,1
1415,0
1416,1
1417,1
1418,1
1419,0
1420,0
1421,1
1422,0
1423,1
1424,0
1425,0
1426,1
1427,0
1428,0
1429,1
1430,1
1431,0
1432,1
1433,0
1434,0
1435,0
1436,1
1437,1
1438,0
1439,0
1440,1
1441,0
1442,1
1443,1
1444,1
1445,1
1446,1
1447,1
1448,0
1449,1
1450,0
1451,0
1452,0
1453,1
1454,1
1455,0
1456,1
1457,1
1458,1
1459,0
1460,1
1461,1
1462,1
1463,1
1464,1
1465,1
1466,0
1467,1
1468,1
1469,0
1470,1
1471,1
1472,0
1473,0
1474,1
1475,1
1476,1
1477,1
1478,1
1479,1
1480,0
1481,1
1482,0
1483,0
1484,0
1485,0
1486,1
1487,1
1488,0
1489,1
1490,1
1491,1
1492,1
1493,0
1494,0
1495,0
1496,1
1497,0
1498,1
1499,1
1500,1
1501,1
1502,0
1503,0
1504,0
1505,1
1506,1
1507,1
1508,0
1509,0
1510,1
1511,0
1512,1
1513,1
1514,0
1515,0
1516,0
1517,1
1518,1
1519,0
1520,1
1521,1
1522,1
1523,1
1524,1
1525,1
1526,0
1527,0
1528,0
1529,0
1530,1
1531,0
1532,0
1533,0
1534,1
1535,0
1536,1
1537,1
1538,0
1539,1
1540,1
1541,0
1542,0
1543,1
1544,0
1545,1
1546,0
1547,1
1548,0
1549,0
1550,1
1551,1
1552,1
1553,1
1554,1
1555,1
1556,0
1557,1
1558,0
1559,1
1560,1
1561,0
1562,0
1563,0
1564,1
1565,0
1566,0
1567,1
1568,1
1569,1
1570,1
1571,0
1572,1
1573,0
1574,0
1575,0
1576,0
1577,0
1578,1
1579,1
1580,1
1581,1
1582,1
1583,1
1584,0
1585,0
1586,1
1587,1
1588,0
1589,1
1590,1
1591,1
1592,1
1593,1
1594,1
1595,0
1596,1
1597,0
1598,1
1599,0
1600,1
1601,1
1602,0
1603,1
1604,1
1605,1
1606,0
1607,1
1608,1
1609,1
1610,1
1611,1
1612,1
1613,0
1614,1
1615,1
1616,0
1617,1
1618,1
1619,1
1620,0
1621,1
1622,1
1623,0
1624,1
1625,1
1626,0
1627,0
1628,0
1629,1
1630,1
1631,0
1632,1
1633,1
1634,1
1635,1
1636,0
1637,1
1638,1
1639,1
1640,0
1641,1
1642,0
1643,1
1644,1
1645,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,1
1652,0
1653,1
1654,0
1655,0
1656,0
1657,1
1658,1
1659,1
1660,1
1661,0
1662,0
1663,1
1664,0
1665,1
1666,0
1667,0
1668,1
1669,1
1670,1
1671,0
1672,0
1673,0
1674,1
1675,1
1676,1
1677,0
1678,0
1679,0
1680,1
1681,0
1682,0
1683,0
1684,1
1685,0
1686,0
1687,1
1688,1
1689,0
1690,1
1691,0
1692,1
1693,1
1694,1
1695,0
1696,0
1697,1
1698,1
1699,1
1700,0
1701,1
1702,1
1703,0
1704,1
1705,0
1706,0
1707,0
1708,0
1709,0
1710,1
1711,1
1712,0
1713,1
1714,0
1715,1
1716,1
1717,1
1718,0
1719,0
1720,0
1721,1
1722,1
1723,1
1724,0
1725,0
1726,1
1727,1
1728,0
1729,1
1730,0
1731,1
1732,1
1733,0
1734,1
1735,1
1736,0
1737,1
1738,0
1739,1
1740,1
1741,0
1742,1
1743,0
1744,0
1745,1
1746,0
1747,1
1748,1
1749,1
1750,0
1751,1
1752,1
1753,0
1754,1
1755,0
1756,1
1757,1
1758,0
1759,1
1760,1
1761,0
1762,0
1763,0
1764,1
1765,0
1766,1
1767,1
1768,0
1769,0
1770,1
1771,0
1772,1
1773,1
1774,1
1775,0
1776,1
1777,0
1778,1
1779,0
1780,1
1781,0
1782,1
1783,1
1784,0
1785,0
1786,1
1787,0
1788,0
1789,1
1790,0
1791,1
1792,0
1793,0
1794,1
1795,0
1796,1
1797,1
1798,1
1799,1
1800,1
1801,1
1802,1
1803,0
1804,0
1805,1
1806,1
1807,0
1808,1
1809,0
1810,1
1811,0
1812,0
1813,0
1814,1
1815,1
1816,0
1817,0
1818,1
1819,0
1820,0
1821,1
1822,1
1823,0
1824,1
1825,0
1826,1
1827,0
1828,0
1829,1
1830,1
1831,1
1832,1
1833,0
1834,1
1835,1
1836,1
1837,1
1838,0
1839,0
1840,1
1841,1
1842,0
1843,1
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,1
1851,1
1852,0
1853,1
1854,0
1855,1
1856,0
1857,1
1858,0
1859,0
1860,0
1861,0
1862,0
1863,1
1864,0
1865,0
1866,0
1867,0
1868,1
1869,1
1870,1
1871,0
1872,1
1873,1
1874,1
1875,0
1876,1
1877,1
1878,0
1879,0
1880,1
1881,0
1882,1
1883,0
1884,1
1885,1
1886,1
1887,0
1888,0
1889,1
1890,0
1891,0
1892,1
1893,1
1894,0
1895,0
1896,1
1897,1
1898,1
1899,1
1900,1
1901,0
1902,0
1903,0
1904,1
1905,1
1906,1
1907,1
1908,0
1909,1
1910,0
1911,0
1912,1
1913,0
1914,0
1915,0
1916,1
1917,1
1918,1
1919,1
1920,1
1921,0
1922,1
1923,1
1924,0
1925,1
1926,1
1927,0
1928,1
1929,1
1930,0
1931,0
1932,1
1933,1
1934,1
1935,1
1936,1
1937,1
1938,1
1939,1
1940,0
1941,1
1942,0
1943,0
1944,1
1945,0
1946,1
1947,0
1948,0
1949,1
1950,0
1951,1
1952,1
1953,1
1954,0
1955,1
1956,1
1957,0
1958,1
1959,1
1960,0
1961,1
1962,0
1963,1
1964,0
1965,0
1966,0
1967,0
1968,1
1969,1
1970,0
1971,0
1972,1
1973,1
1974,1
1975,1
1976,0
1977,1
1978,1
1979,1
1980,1
1981,1
1982,1
1983,0
1984,0
1985,1
1986,0
1987,0
1988,0
1989,1
1990,0
1991,0
1992,1
1993,1
1994,0
1995,1
1996,1
1997,1
1998,0
1999,1
2000,1
2001,0
2002,0
2003,1
2004,0
2005,1
2006,1
2007,0
2008,1
2009,0
2010,1
2011,1
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,1
2019,1
2020,0
2021,1
2022,0
2023,1
2024,1
2025,1
2026,0
2027,1
2028,0
2029,0
2030,1
2031,0
2032,1
2033,1
2034,0
2035,0
2036,1
2037,0
2038,1
2039,0
2040,1
2041,0
2042,1
2043,0
2044,1
2045,1
2046,1
2047,1
2048,1
2049,1
2050,1
2051,1
2052,1
2053,0
2054,0
2055,0
2056,1
2057,1
2058,0
2059,0
2060,1
2061,0
2062,0
2063,1
2064,0
2065,0
2066,0
2067,0
2068,0
2069,1
2070,1
2071,0
2072,0
2073,1
2074,0
2075,1
2076,1
2077,0
2078,0
2079,0
2080,0
2081,0
2082,1
2083,1
2084,1
2085,0
2086,0
2087,1
2088,1
2089,1
2090,1
2091,0
2092,0
2093,0
2094,0
2095,1
2096,1
2097,0
2098,1
2099,0
2100,1
2101,1
2102,0
2103,0
2104,1
2105,1
2106,1
2107,1
2108,0
2109,1
2110,0
2111,0
2112,1
2113,0
2114,1
2115,0
2116,0
2117,1
2118,1
2119,1
2120,0
2121,0
2122,0
2123,1
2124,0
2125,1
2126,0
2127,1
2128,0
2129,1
2130,0
2131,1
2132,1
2133,1
2134,1
2135,1
2136,0
2137,0
2138,0
2139,0
2140,1
2141,0
2142,1
2143,1
2144,0
2145,0
2146,1
2147,0
2148,0
2149,1
2150,0
2151,1
2152,1
2153,1
2154,0
2155,1
2156,0
2157,0
2158,0
2159,1
2160,1
2161,1
2162,1
2163,0
2164,0
2165,1
2166,0
2167,1
2168,1
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,0
2176,1
2177,1
2178,1
2179,1
2180,0
2181,1
2182,1
2183,0
2184,0
2185,1
2186,0
2187,1
2188,1
2189,1
2190,0
2191,0
2192,1
2193,1
2194,0
2195,1
2196,0
2197,1
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,1
2206,1
2207,0
2208,0
2209,1
2210,0
2211,0
2212,1
2213,0
2214,0
2215,1
2216,0
2217,1
2218,1
2219,0
2220,0
2221,1
2222,0
2223,0
2224,1
2225,1
2226,0
2227,0
2228,1
2229,1
2230,1
2231,1
2232,1
2233,0
2234,1
2235,0
2236,1
2237,0
2238,0
2239,0
2240,1
2241,1
2242,1
2243,0
2244,1
2245,1
2246,1
2247,1
2248,1
2249,0
2250,0
2251,1
2252,1
2253,0
2254,0
2255,1
2256,1
2257,0
2258,1
2259,0
2260,0
2261,0
2262,1
2263,0
2264,0
2265,1
2266,1
2267,1
2268,1
2269,1
2270,0
2271,1
2272,0
2273,0
2274,0
2275,0
2276,1
2277,1
2278,0
2279,0
2280,1
2281,1
2282,0
2283,0
2284,1
2285,0
2286,0
2287,1
2288,0
2289,0
2290,0
2291,1
2292,1
2293,1
2294,0
2295,0
2296,1
2297,1
2298,0
2299,1
2300,1
2301,0
2302,0
2303,1
2304,0
2305,0
2306,0
2307,0
2308,1
2309,1
2310,1
2311,0
2312,1
2313,1
2314,1
2315,1
2316,1
2317,1
2318,1
2319,0
2320,0
2321,0
2322,0
2323,0
2324,1
2325,1
2326,1
2327,1
2328,0
2329,0
2330,1
2331,1
2332,1
2333,0
2334,0
2335,0
2336,1
2337,0
2338,0
2339,1
2340,1
2341,0
2342,0
2343,1
2344,0
2345,0
2346,1
2347,0
2348,1
2349,1
2350,0
2351,1
2352,1
2353,1
2354,0
2355,1
2356,1
2357,0
2358,0
2359,0
2360,0
2361,0
2362,1
2363,1
2364,0
2365,0
2366,0
2367,1
2368,0
2369,1
2370,1
2371,0
2372,1
2373,1
2374,1
2375,1
2376,1
2377,1
2378,1
2379,0
2380,1
2381,0
2382,1
2383,0
2384,1
2385,0
2386,0
2387,1
2388,1
2389,1
2390,0
2391,1
2392,0
2393,0
2394,1
2395,1
2396,0
2397,1
2398,1
2399,1
2400,1
2401,0
2402,1
2403,1
2404,1
2405,1
2406,0
2407,0
2408,1
2409,1
2410,0
2411,1
2412,1
2413,0
2414,0
2415,1
2416,0
2417,0
2418,1
2419,0
2420,1
2421,0
2422,0
2423,1
2424,0
2425,1
2426,1
2427,1
2428,1
2429,0
2430,0
2431,0
2432,1
2433,1
2434,1
2435,0
2436,1
2437,0
2438,1
2439,0
2440,0
2441,1
2442,1
2443,1
2444,1
2445,0
2446,1
2447,1
2448,0
2449,0
2450,0
2451,1
2452,0
2453,0
2454,0
2455,1
2456,0
2457,1
2458,0
2459,1
2460,1
2461,0
2462,0
2463,0
2464,1
2465,1
2466,0
2467,1
2468,1
2469,0
2470,1
2471,0
2472,1
2473,0
2474,1
2475,0
2476,1
2477,0
2478,0
2479,0
2480,1
2481,1
2482,0
2483,1
2484,0
2485,0
2486,1
2487,1
2488,0
2489,1
2490,1
2491,0
2492,0
2493,1
2494,0
2495,0
2496,1
2497,0
2498,1
2499,0
2500,0
2501,0
2502,1
2503,1
2504,1
2505,1
2506,0
2507,0
2508,1
2509,1
2510,0
2511,1
2512,0
2513,0
2514,0
2515,1
2516,1
2517,1
2518,1
2519,0
2520,1
2521,1
2522,1
2523,1
2524,0
2525,0
2526,1
2527,1
2528,1
2529,0
2530,0
2531,0
2532,1
2533,1
2534,1
2535,1
2536,0
2537,0
2538,0
2539,0
2540,0
2541,1
2542,1
2543,0
2544,0
2545,1
2546,0
2547,0
2548,1
2549,1
2550,1
2551,0
2552,1
2553,0
2554,0
2555,1
2556,0
2557,0
2558,1
2559,0
2560,0
2561,1
2562,0
2563,0
2564,0
2565,1
2566,0
2567,0
2568,1
2569,1
2570,0
2571,1
2572,0
2573,1
2574,0
2575,1
2576,0
2577,1
2578,0
2579,0
2580,0
2581,0
2582,1
2583,1
2584,0
2585,1
2586,1
2587,1
2588,0
2589,1
2590,0
2591,0
2592,0
2593,1
2594,1
2595,1
2596,0
2597,1
2598,1
2599,1
2600,1
2601,0
2602,1
2603,0
2604,1
2605,0
2606,0
2607,1
2608,1
2609,0
2610,1
2611,1
2612,0
2613,0
2614,1
2615,1
2616,0
2617,1
2618,0
2619,1
2620,0
2621,1
2622,1
2623,0
2624,0
2625,1
2626,0
2627,1
2628,1
2629,0
2630,0
2631,0
2632,1
2633,0
2634,1
2635,1
2636,1
2637,1
2638,1
2639,1
2640,1
2641,0
2642,1
2643,1
2644,0
2645,0
2646,0
2647,1
2648,0
2649,1
2650,0
2651,1
2652,0
2653,0
2654,1
2655,0
2656,0
2657,1
2658,1
2659,1
2660,0
2661,1
2662,1
2663,1
2664,0
2665,0
2666,1
2667,0
2668,0
2669,1
2670,0
2671,1
2672,1
2673,1
2674,0
2675,1
2676,1
2677,1
2678,1
2679,0
2680,0
2681,0
2682,0
2683,1
2684,0
2685,1
2686,1
2687,0
2688,1
2689,0
2690,1
2691,0
2692,0
2693,0
2694,1
2695,0
2696,1
2697,1
2698,0
2699,0
2700,1
2701,1
2702,0
2703,0
2704,1
2705,0
2706,1
2707,1
2708,0
2709,0
2710,1
2711,1
2712,1
2713,0
2714,1
2715,0
2716,0
2717,0
2718,1
2719,1
2720,0
2721,0
2722,0
2723,1
2724,1
2725,1
2726,0
2727,1
2728,0
2729,0
2730,1
2731,1
2732,1
2733,0
2734,0
2735,1
2736,1
2737,1
2738,0
2739,0
2740,0
2741,1
2742,0
2743,0
2744,0
2745,0
2746,0
2747,1
2748,0
2749,1
2750,1
2751,1
2752,1
2753,0
2754,1
2755,0
2756,0
2757,1
2758,0
2759,1
2760,1
2761,1
2762,1
2763,1
2764,0
2765,1
2766,0
2767,1
2768,0
2769,1
2770,0
2771,0
2772,1
2773,0
2774,0
2775,0
2776,0
2777,0
2778,1
2779,1
2780,1
2781,0
2782,0
2783,0
2784,1
2785,1
2786,1
2787,1
2788,0
2789,0
2790,1
2791,1
2792,1
2793,1
2794,1
2795,1
2796,1
2797,1
2798,0
2799,0
2800,0
2801,1
2802,0
2803,1
2804,0
2805,0
2806,1
2807,1
2808,0
2809,1
2810,1
2811,1
2812,1
2813,1
2814,0
2815,1
2816,1
2817,0
2818,1
2819,1
2820,1
2821,0
2822,1
2823,0
2824,1
2825,1
2826,0
2827,1
2828,0
2829,0
2830,1
2831,0
2832,0
2833,1
2834,0
2835,1
2836,1
2837,1
2838,0
2839,0
2840,1
2841,1
2842,1
2843,1
2844,1
2845,1
2846,1
2847,0
2848,0
2849,0
2850,0
2851,1
2852,1
2853,1
2854,0
2855,1
2856,0
2857,0
2858,1
2859,0
2860,0
2861,0
2862,0
2863,0
2864,0
2865,1
2866,0
2867,0
2868,1
2869,0
2870,0
2871,0
2872,0
2873,1
2874,1
2875,0
2876,0
2877,0
2878,1
2879,1
2880,1
2881,1
2882,1
2883,1
2884,0
2885,1
2886,1
2887,1
2888,1
2889,1
2890,1
2891,1
2892,1
2893,0
2894,1
2895,1
2896,0
2897,1
2898,0
2899,0
2900,1
2901,0
2902,0
2903,0
2904,1
2905,1
2906,0
2907,1
2908,1
2909,0
2910,1
2911,0
2912,1
2913,1
2914,1
2915,0
2916,1
2917,1
2918,1
2919,1
2920,1
2921,0
2922,1
2923,0
2924,1
2925,0
2926,1
2927,0
2928,0
2929,1
2930,1
2931,0
2932,0
2933,0
2934,0
2935,1
2936,0
2937,1
2938,1
2939,0
2940,0
2941,0
2942,0
2943,0
2944,1
2945,0
2946,1
2947,1
2948,0
2949,1
2950,0
2951,0
2952,1
2953,0
2954,0
2955,1
2956,0
2957,0
2958,1
2959,1
2960,0
2961,0
2962,0
2963,0
2964,0
2965,0
2966,0
2967,0
2968,1
2969,0
2970,1
2971,0
2972,0
2973,1
2974,0
2975,0
2976,1
2977,1
2978,0
2979,1
2980,1
2981,0
2982,0
2983,1
2984,0
2985,1
2986,0
2987,0
2988,0
2989,1
2990,0
2991,1
2992,0
2993,0
2994,1
2995,1
2996,0
2997,1
